iso3,year,category,category_name,type,type_name,value,data_type,units,source,variable
PNG,2018,B,Capacity-enhancing,B2,Fisheries development projects,3947720.413,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PNG,2018,B,Capacity-enhancing,B3,Fishing port development,2158991.842,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PNG,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,11036631.22,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PNG,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,3180825.179,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PNG,2018,B,Capacity-enhancing,B6,Fishing access agreements,5799581.92,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PNG,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PNG,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PNG,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PNG,2018,C,Ambiguous,C3,Rural fisher communities,323848.7763,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
POL,2018,A,Beneficial,A1,Fisheries management,992064.612,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
POL,2018,A,Beneficial,A2,Fishery research and development,2108920.111,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
POL,2018,A,Beneficial,A3,Marine protected areas,12310429.78,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
POL,2018,B,Capacity-enhancing,B1,Boat construction and renovation,5180732.12,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
POL,2018,B,Capacity-enhancing,B2,Fisheries development projects,5474992.562,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
POL,2018,B,Capacity-enhancing,B3,Fishing port development,904061.7168,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
POL,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,4661049.848,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
POL,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,18038943.51,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
POL,2018,B,Capacity-enhancing,B6,Fishing access agreements,12753918.68,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
POL,2018,B,Capacity-enhancing,B7,Fuel subsidies,9907748.061,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
POL,2018,C,Ambiguous,C1,Fisher assistance,3466361.694,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
POL,2018,C,Ambiguous,C2,Vessel buyback programs,336019.0482,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
POL,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRK,2018,A,Beneficial,A1,Fisheries management,10400164.62,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRK,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRK,2018,A,Beneficial,A3,Marine protected areas,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRK,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRK,2018,B,Capacity-enhancing,B2,Fisheries development projects,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRK,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRK,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRK,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRK,2018,B,Capacity-enhancing,B6,Fishing access agreements,975586.68,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRK,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRK,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRK,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRK,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRT,2018,A,Beneficial,A1,Fisheries management,3503115.774,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRT,2018,A,Beneficial,A2,Fishery research and development,11132888.97,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRT,2018,A,Beneficial,A3,Marine protected areas,28305028.09,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRT,2018,B,Capacity-enhancing,B1,Boat construction and renovation,240467.4432,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRT,2018,B,Capacity-enhancing,B2,Fisheries development projects,2105986.211,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRT,2018,B,Capacity-enhancing,B3,Fishing port development,1071028.446,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRT,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,2771668.443,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRT,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRT,2018,B,Capacity-enhancing,B6,Fishing access agreements,3488440.12,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRT,2018,B,Capacity-enhancing,B7,Fuel subsidies,86191614.78,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRT,2018,C,Ambiguous,C1,Fisher assistance,1437098.033,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRT,2018,C,Ambiguous,C2,Vessel buyback programs,480934.8864,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
PRT,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
QAT,2018,A,Beneficial,A1,Fisheries management,18936885.99,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
QAT,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
QAT,2018,A,Beneficial,A3,Marine protected areas,295127.1652,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
QAT,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
QAT,2018,B,Capacity-enhancing,B2,Fisheries development projects,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
QAT,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
QAT,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,5670503.101,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
QAT,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
QAT,2018,B,Capacity-enhancing,B6,Fishing access agreements,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
QAT,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
QAT,2018,C,Ambiguous,C1,Fisher assistance,1688841.26,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
QAT,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
QAT,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ROU,2018,A,Beneficial,A1,Fisheries management,596042.3219,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ROU,2018,A,Beneficial,A2,Fishery research and development,139654.4823,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ROU,2018,A,Beneficial,A3,Marine protected areas,3903249.213,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ROU,2018,B,Capacity-enhancing,B1,Boat construction and renovation,45347.56574,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ROU,2018,B,Capacity-enhancing,B2,Fisheries development projects,134129.2847,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ROU,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ROU,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,101875.4361,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ROU,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,157897.0226,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ROU,2018,B,Capacity-enhancing,B6,Fishing access agreements,4792700.09,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ROU,2018,B,Capacity-enhancing,B7,Fuel subsidies,737947.2848,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ROU,2018,C,Ambiguous,C1,Fisher assistance,30341.47706,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ROU,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
ROU,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
RUS,2018,A,Beneficial,A1,Fisheries management,135078647.1,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
RUS,2018,A,Beneficial,A2,Fishery research and development,125468312,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
RUS,2018,A,Beneficial,A3,Marine protected areas,34949718.49,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
RUS,2018,B,Capacity-enhancing,B1,Boat construction and renovation,10062774.32,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
RUS,2018,B,Capacity-enhancing,B2,Fisheries development projects,58669753.96,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
RUS,2018,B,Capacity-enhancing,B3,Fishing port development,1443977.649,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
RUS,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,20706266.67,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
RUS,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,980113207.6,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
RUS,2018,B,Capacity-enhancing,B6,Fishing access agreements,89174582.28,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
RUS,2018,B,Capacity-enhancing,B7,Fuel subsidies,1844332.031,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
RUS,2018,C,Ambiguous,C1,Fisher assistance,1270701.202,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
RUS,2018,C,Ambiguous,C2,Vessel buyback programs,52939694.14,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
RUS,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SAU,2018,A,Beneficial,A1,Fisheries management,30694138.66,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SAU,2018,A,Beneficial,A2,Fishery research and development,7191727.647,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SAU,2018,A,Beneficial,A3,Marine protected areas,1526504.565,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SAU,2018,B,Capacity-enhancing,B1,Boat construction and renovation,4262127.931,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SAU,2018,B,Capacity-enhancing,B2,Fisheries development projects,12606545.94,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SAU,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SAU,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SAU,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SAU,2018,B,Capacity-enhancing,B6,Fishing access agreements,846553.32,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SAU,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SAU,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SAU,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SAU,2018,C,Ambiguous,C3,Rural fisher communities,3846497.537,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SDN,2018,A,Beneficial,A1,Fisheries management,808084.1248,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SDN,2018,A,Beneficial,A2,Fishery research and development,29087.38393,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SDN,2018,A,Beneficial,A3,Marine protected areas,543131.3445,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SDN,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SDN,2018,B,Capacity-enhancing,B2,Fisheries development projects,321225.8136,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SDN,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SDN,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,815311.9301,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SDN,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,96054.00835,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SDN,2018,B,Capacity-enhancing,B6,Fishing access agreements,171150.29,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SDN,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SDN,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SDN,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SDN,2018,C,Ambiguous,C3,Rural fisher communities,14964.83836,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SEN,2018,A,Beneficial,A1,Fisheries management,18361362.53,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SEN,2018,A,Beneficial,A2,Fishery research and development,4298318.584,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SEN,2018,A,Beneficial,A3,Marine protected areas,2354040.162,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SEN,2018,B,Capacity-enhancing,B1,Boat construction and renovation,7321817.66,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SEN,2018,B,Capacity-enhancing,B2,Fisheries development projects,111374838,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SEN,2018,B,Capacity-enhancing,B3,Fishing port development,22286705.89,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SEN,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,28967662.49,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SEN,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,18549082.05,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SEN,2018,B,Capacity-enhancing,B6,Fishing access agreements,44711296.53,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SEN,2018,B,Capacity-enhancing,B7,Fuel subsidies,17042252.59,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SEN,2018,C,Ambiguous,C1,Fisher assistance,18043074.08,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SEN,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SEN,2018,C,Ambiguous,C3,Rural fisher communities,2211393.194,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SGP,2018,A,Beneficial,A1,Fisheries management,713110.3625,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SGP,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SGP,2018,A,Beneficial,A3,Marine protected areas,37964.82016,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SGP,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SGP,2018,B,Capacity-enhancing,B2,Fisheries development projects,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SGP,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SGP,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SGP,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SGP,2018,B,Capacity-enhancing,B6,Fishing access agreements,55432.35,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SGP,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SGP,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SGP,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SGP,2018,C,Ambiguous,C3,Rural fisher communities,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLB,2018,A,Beneficial,A1,Fisheries management,10500444.82,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLB,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLB,2018,A,Beneficial,A3,Marine protected areas,3873055.895,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLB,2018,B,Capacity-enhancing,B1,Boat construction and renovation,809079.3353,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLB,2018,B,Capacity-enhancing,B2,Fisheries development projects,9545494.163,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLB,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLB,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,13494042.01,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLB,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLB,2018,B,Capacity-enhancing,B6,Fishing access agreements,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLB,2018,B,Capacity-enhancing,B7,Fuel subsidies,245481.5216,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLB,2018,C,Ambiguous,C1,Fisher assistance,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLB,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLB,2018,C,Ambiguous,C3,Rural fisher communities,436274.3025,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLE,2018,A,Beneficial,A1,Fisheries management,5072647.218,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLE,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLE,2018,A,Beneficial,A3,Marine protected areas,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLE,2018,B,Capacity-enhancing,B1,Boat construction and renovation,243918.504,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLE,2018,B,Capacity-enhancing,B2,Fisheries development projects,341475.072,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLE,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLE,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,297924,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLE,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,3512030.886,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLE,2018,B,Capacity-enhancing,B6,Fishing access agreements,4326075.17,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLE,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLE,2018,C,Ambiguous,C1,Fisher assistance,16151.09768,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLE,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLE,2018,C,Ambiguous,C3,Rural fisher communities,54154.458,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLV,2018,A,Beneficial,A1,Fisheries management,933407.0301,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLV,2018,A,Beneficial,A2,Fishery research and development,75379.91379,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLV,2018,A,Beneficial,A3,Marine protected areas,1312573.218,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLV,2018,B,Capacity-enhancing,B1,Boat construction and renovation,142460.4372,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLV,2018,B,Capacity-enhancing,B2,Fisheries development projects,1680744.041,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLV,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLV,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLV,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLV,2018,B,Capacity-enhancing,B6,Fishing access agreements,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLV,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLV,2018,C,Ambiguous,C1,Fisher assistance,272285.8215,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLV,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SLV,2018,C,Ambiguous,C3,Rural fisher communities,38781.35719,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SOM,2018,A,Beneficial,A1,Fisheries management,2260639.781,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SOM,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SOM,2018,A,Beneficial,A3,Marine protected areas,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SOM,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SOM,2018,B,Capacity-enhancing,B2,Fisheries development projects,399649.0802,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SOM,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SOM,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SOM,2018,B,Capacity-enhancing,B5,Non-fuel tax exemption,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SOM,2018,B,Capacity-enhancing,B6,Fishing access agreements,24478.04,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SOM,2018,B,Capacity-enhancing,B7,Fuel subsidies,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SOM,2018,C,Ambiguous,C1,Fisher assistance,513127.1214,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SOM,2018,C,Ambiguous,C2,Vessel buyback programs,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
SOM,2018,C,Ambiguous,C3,Rural fisher communities,919360.8355,Modeled,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
STP,2018,A,Beneficial,A1,Fisheries management,2612212.652,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
STP,2018,A,Beneficial,A2,Fishery research and development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
STP,2018,A,Beneficial,A3,Marine protected areas,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
STP,2018,B,Capacity-enhancing,B1,Boat construction and renovation,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
STP,2018,B,Capacity-enhancing,B2,Fisheries development projects,834621.543,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
STP,2018,B,Capacity-enhancing,B3,Fishing port development,0,Found no evidence of subsidy,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
STP,2018,B,Capacity-enhancing,B4,Marketing and storage infrastructure,546415.4411,Reported,2018 US$,Sumaila et al. (2019),subsidies_Sumaila
